1
100
0.01002978863609317247695962294074
0.0099778530485041469488827203804249
0.0099704742605092877560934994107811
0.010009542968772268747845721748035
0.0099978383151568071124382086622973
0.010023934192632208764472956374902
0.010027557227933990569024302885737
0.010008651514375634453135610613117
0.0099793606867056988685149576667754
0.010008045940650503805025017811658
0.0099965775696188828580712737448266
0.0099758053682961530389539106522534
0.010023046307703075558093175345675
0.010017164291660232700031940566987
0.0099871558887981454893933985772492
0.0099860142738218363872571003980738
0.0099974623691036143546817527294479
0.010016708599333791832042273028947
0.010019767089382413532971938252558
0.01001797742881473281262305619066
0.0099871413334548728157891162027227
0.0099853510355894705557977530929747
0.0099805334055518193231426593570177
0.010020291886692091892774314487724
0.0099991369328369158336888844473833
0.0099785323298358721832990170241828
0.0099971061978042126405785694487349
0.0099978344723971879215440594634856
0.0099794795012005423073819798673867
0.0099786744010924213060809151443209
0.010020447393090737078780172453207
0.010005051585375563175106528035485
0.0099960304055231354036781254990274
0.01000800138502520517103100416989
0.0100069001461731282853762081686
0.0099815899828514381697530666315288
0.010021014326033925515013756069038
0.0099815118472180892894574100182581
0.0099914545021266270435900125335138
0.0099889344027879363452360195196889
0.0099758052615622726244648532656356
0.010007987499001183562263861404062
0.0099861901712541452369453764958962
0.010015790817527221376326274082658
0.0099830842568562495192852068726097
0.0099879771789471456094888779375651
0.010018369730692047725462145990605
0.0099924180525663413438008930711476
0.010010676264803123475255475227641
0.0099865063427282078217794847319055
0.0099811588814335220481988031338005
0.0099826280990838126699893351201354
0.010021630929675484286689446378205
0.0099996807131853236716434452091562
0.010014454763846464269150260406605
0.0099962153817749928308433737811356
0.010011426415975657050472236164751
0.010004137270521365477016217937489
0.010015609738193431699215807384462
0.010009250397999032086704396249388
0.010018446484437311741477749649221
0.010016084607267140837993935065242
0	3
-1	0	0	1
